district,area,perch,bedrooms,bathrooms,kitchen_area_sqft,parking_spots,has_garden,has_ac,water_supply,electricity,floors,year_built,price_lkr,house_age
Kegalle,Kegalle Central,10,5,4,95,0,False,False,Pipe-borne,Single phase,2,2008,8691278,18
Puttalam,Puttalam Central,29,6,5,250,3,True,False,Both,Three phase,3,1993,34963576,33
Kilinochchi,Kilinochchi Central,9,4,3,86,1,True,False,Well,Three phase,2,1994,6213331,32
Kilinochchi,Kilinochchi Central,12,5,5,197,1,True,True,Well,Single phase,1,2022,14660095,4
Gampaha,Kadawatha,26,5,5,250,1,True,True,Pipe-borne,Three phase,2,1988,57057230,38
Kurunegala,Polgahawela,4,2,1,59,0,False,False,Pipe-borne,Three phase,2,2000,4970582,26
Ratnapura,Pelmadulla,19,6,5,250,2,True,False,Both,Three phase,2,1997,29743131,29
Mullaitivu,Mullaitivu Central,19,6,5,227,2,True,True,Both,Three phase,2,2016,21228351,10
Colombo,Bambalapitiya,8,5,5,99,0,True,True,Pipe-borne,Single phase,1,1985,28421713,41
Puttalam,Puttalam Central,23,6,5,250,2,True,False,Pipe-borne,Three phase,3,1994,31309984,32
Kalutara,Panadura,11,5,4,106,0,False,False,Well,Three phase,2,2017,14340570,9
Batticaloa,Kallady,5,1,1,35,2,True,False,Pipe-borne,Three phase,1,2017,5838427,9
Mullaitivu,Mullaitivu Central,15,7,5,141,3,False,False,Pipe-borne,Single phase,2,2005,9710991,21
Ratnapura,Pelmadulla,23,5,4,250,1,False,False,Well,Single phase,2,2014,33248817,12
Ampara,Ampara Central,17,6,5,166,1,True,True,Both,Single phase,1,1997,16534789,29
Jaffna,Kokuvil,20,4,3,167,2,True,True,Pipe-borne,Three phase,2,2024,29743431,2
Trincomalee,Nilaveli,6,3,3,51,0,True,True,Pipe-borne,Three phase,2,2016,9977370,10
Polonnaruwa,Polonnaruwa Central,5,1,1,70,2,False,True,Pipe-borne,Single phase,1,1988,6418451,38
Kilinochchi,Kilinochchi Central,3,2,1,53,0,True,False,Both,Three phase,2,2006,2861600,20
Kurunegala,Polgahawela,24,7,5,250,2,True,False,Both,Single phase,3,2023,28671995,3
Batticaloa,Kallady,3,1,1,40,0,True,False,Well,Single phase,1,1995,3179321,31
Gampaha,Gampaha Town,6,3,2,78,2,True,False,Both,Three phase,1,2011,13759657,15
Ampara,Ampara Central,17,5,5,198,2,True,True,Pipe-borne,Three phase,2,1986,22750752,40
Kalutara,Beruwala,4,3,2,35,1,True,False,Well,Three phase,2,1997,4695675,29
Matara,Nupe,10,4,4,83,0,True,False,Well,Three phase,2,2024,14208102,2
Kilinochchi,Kilinochchi Central,7,3,3,54,0,True,False,Both,Single phase,1,2023,6251483,3
Kegalle,Kegalle Central,3,2,1,35,3,False,True,Well,Three phase,1,1993,5475553,33
Puttalam,Puttalam Central,3,3,2,44,1,True,True,Well,Single phase,2,1987,3855461,39
Kegalle,Kegalle Central,2,1,1,45,1,False,False,Both,Three phase,1,2000,3369299,26
Monaragala,Monaragala Central,16,4,4,225,1,True,False,Both,Three phase,2,1987,18210122,39
Gampaha,Ja-Ela,12,3,2,87,1,True,True,Pipe-borne,Single phase,2,1986,15773028,40
Galle,Unawatuna,8,4,3,35,1,True,True,Pipe-borne,Three phase,1,2025,12422826,1
Polonnaruwa,Polonnaruwa Central,9,3,2,100,0,True,True,Both,Three phase,1,1990,7823520,36
Ratnapura,Pelmadulla,5,3,3,35,0,True,False,Well,Single phase,1,1996,4697574,30
Matale,Matale Central,27,6,5,205,3,True,False,Pipe-borne,Three phase,3,1997,27244045,29
Ampara,Ampara Central,8,3,3,125,0,True,True,Well,Single phase,1,2005,9704125,21
Jaffna,Chunnakam,10,4,4,68,0,True,True,Pipe-borne,Three phase,2,2016,14190128,10
Nuwara Eliya,Nuwara Eliya Central,2,2,2,53,0,True,True,Pipe-borne,Single phase,2,1986,7017585,40
Batticaloa,Batticaloa Town,15,5,4,204,1,False,False,Well,Three phase,2,2015,20026044,11
Hambantota,Tangalle,16,7,5,195,2,False,True,Pipe-borne,Three phase,3,2011,26089272,15
Jaffna,Kokuvil,2,1,1,35,0,False,True,Both,Three phase,1,2006,4542041,20
Puttalam,Puttalam Central,8,4,4,102,0,True,True,Pipe-borne,Three phase,1,1998,8492338,28
Colombo,Mount Lavinia,21,6,5,250,2,False,True,Pipe-borne,Three phase,2,2024,68752882,2
Ampara,Ampara Central,11,5,4,140,1,False,False,Well,Single phase,1,1985,10624982,41
Mullaitivu,Mullaitivu Central,2,2,2,51,0,False,True,Pipe-borne,Three phase,1,2021,3386953,5
Galle,Karapitiya,8,3,2,75,0,True,True,Pipe-borne,Three phase,1,2018,14843779,8
Polonnaruwa,Polonnaruwa Central,10,3,3,127,2,True,True,Both,Single phase,2,2012,9937670,14
Polonnaruwa,Polonnaruwa Central,13,5,4,133,2,False,False,Pipe-borne,Single phase,2,2017,14665925,9
Mannar,Mannar Central,19,4,4,154,3,False,False,Both,Single phase,2,1986,17546288,40
Ratnapura,Kuruwita,8,3,2,38,2,True,True,Pipe-borne,Single phase,1,2023,11364150,3
Kilinochchi,Kilinochchi Central,22,6,5,249,2,True,True,Pipe-borne,Single phase,2,2002,25887083,24
Badulla,Badulla Town,7,3,2,90,1,False,True,Pipe-borne,Single phase,2,2007,12535410,19
Badulla,Hali Ela,8,5,4,56,2,True,True,Well,Three phase,2,2024,12608265,2
Colombo,Nugegoda,2,2,1,40,0,False,False,Both,Single phase,2,1988,7656780,38
Puttalam,Puttalam Central,7,3,3,67,0,True,True,Well,Single phase,2,1990,6430899,36
Monaragala,Monaragala Central,3,1,1,54,2,True,True,Well,Single phase,1,2020,4619202,6
Kandy,Kandy City,7,3,3,67,2,True,True,Both,Three phase,1,2013,14650812,13
Vavuniya,Vavuniya Central,2,2,1,35,0,True,True,Both,Three phase,2,2012,4964568,14
Batticaloa,Eravur,6,2,1,53,0,True,True,Both,Three phase,1,1986,6985194,40
Ampara,Ampara Central,9,4,3,97,0,False,True,Pipe-borne,Three phase,1,2025,8700315,1
Badulla,Hali Ela,7,5,4,123,0,True,False,Pipe-borne,Single phase,2,1991,9124230,35
Anuradhapura,New Town,13,7,5,173,2,True,True,Both,Single phase,1,2018,21694083,8
Vavuniya,Vavuniya Central,5,3,3,45,2,False,False,Both,Three phase,2,2017,6157618,9
Trincomalee,China Bay,7,3,2,95,2,False,False,Pipe-borne,Single phase,1,2008,10522703,18
Matara,Weligama,11,4,4,72,0,False,True,Well,Single phase,2,2013,12380367,13
Mullaitivu,Mullaitivu Central,4,3,3,35,1,True,False,Pipe-borne,Three phase,2,2024,4542851,2
Badulla,Badulla Town,18,6,5,234,2,True,True,Pipe-borne,Single phase,3,2000,32444518,26
Kalutara,Wadduwa,19,5,5,214,1,False,False,Well,Single phase,2,1998,29258326,28
Kurunegala,Polgahawela,23,6,5,250,1,False,True,Pipe-borne,Three phase,2,2024,33495218,2
Batticaloa,Kallady,8,5,5,83,3,True,True,Both,Single phase,1,1987,11336282,39
Batticaloa,Batticaloa Town,6,2,1,40,1,False,True,Pipe-borne,Single phase,2,2003,8398379,23
Batticaloa,Eravur,18,6,5,122,2,False,True,Well,Single phase,1,1987,15729262,39
Kilinochchi,Kilinochchi Central,4,1,1,55,1,True,True,Well,Single phase,1,2022,3948396,4
Matara,Nupe,26,7,5,177,1,False,False,Pipe-borne,Single phase,2,2025,28845444,1
Ratnapura,Pelmadulla,6,2,2,35,1,True,False,Pipe-borne,Three phase,1,2001,6548111,25
Ampara,Ampara Central,19,6,5,150,2,True,False,Well,Single phase,2,1996,15012216,30
Mannar,Mannar Central,24,4,3,194,1,True,False,Well,Single phase,2,2013,22936776,13
Mannar,Mannar Central,15,7,5,137,1,True,True,Pipe-borne,Three phase,1,2006,16498319,20
Kalutara,Wadduwa,3,2,2,47,2,True,False,Both,Three phase,1,2023,6298758,3
Nuwara Eliya,Nuwara Eliya Central,2,3,2,39,0,True,True,Both,Three phase,1,1985,6978038,41
Anuradhapura,Madawachchiya,11,6,5,108,1,False,True,Both,Three phase,2,2015,11448358,11
Badulla,Badulla Town,8,2,2,94,0,True,True,Both,Three phase,1,2020,12550548,6
Mannar,Mannar Central,10,3,3,88,2,False,False,Pipe-borne,Single phase,2,1996,7874791,30
Kurunegala,Melsiripura,23,6,5,227,3,True,True,Well,Single phase,3,2024,31745887,2
Kurunegala,Kurunegala Town,5,1,1,50,1,True,False,Both,Single phase,2,2004,4725395,22
Gampaha,Ja-Ela,12,4,3,93,0,True,False,Well,Three phase,1,1991,15197720,35
Galle,Karapitiya,9,3,3,41,0,True,True,Both,Single phase,2,2025,13785541,1
Nuwara Eliya,Nuwara Eliya Central,4,3,3,35,0,True,True,Pipe-borne,Three phase,2,2003,7769976,23
Matara,Matara Town,14,4,3,109,2,True,True,Both,Single phase,1,2014,15239888,12
Kalutara,Wadduwa,19,4,3,207,1,False,False,Well,Three phase,3,1993,30481294,33
Kalutara,Wadduwa,3,1,1,35,0,False,True,Well,Single phase,2,2022,6201004,4
Kalutara,Wadduwa,16,7,5,95,1,True,False,Pipe-borne,Three phase,2,2020,20800889,6
Gampaha,Negombo,3,2,1,60,1,True,False,Well,Single phase,1,2010,4849088,16
Jaffna,Chunnakam,39,7,5,250,1,False,False,Pipe-borne,Single phase,2,2020,42972544,6
Monaragala,Monaragala Central,6,3,2,62,1,True,True,Both,Three phase,1,2015,7644226,11
Anuradhapura,Madawachchiya,7,5,4,66,0,False,True,Pipe-borne,Three phase,1,2006,7883676,20
Mullaitivu,Mullaitivu Central,2,3,3,35,0,False,False,Pipe-borne,Three phase,1,1994,1500000,32
Kandy,Tennekumbura,6,2,1,53,0,True,True,Well,Single phase,2,1992,11118758,34
Mullaitivu,Mullaitivu Central,12,6,5,118,0,False,False,Well,Three phase,2,2019,9262701,7
Badulla,Badulla Town,3,3,2,52,0,True,True,Both,Single phase,1,1998,2722008,28
Mullaitivu,Mullaitivu Central,31,7,5,250,3,False,False,Both,Three phase,2,2021,28102416,5
Vavuniya,Vavuniya Central,9,5,4,96,0,False,False,Both,Single phase,1,1990,9289743,36
Badulla,Bandarawela,7,5,5,55,0,True,False,Both,Single phase,2,2001,8228814,25
Kurunegala,Melsiripura,3,2,1,40,1,False,False,Both,Single phase,2,2019,3631527,7
Badulla,Badulla Town,10,6,5,122,0,True,False,Pipe-borne,Three phase,2,2004,14790321,22
Vavuniya,Vavuniya Central,2,2,2,35,2,False,False,Pipe-borne,Three phase,1,2006,3515558,20
Colombo,Narahenpita,5,2,2,53,2,False,True,Pipe-borne,Three phase,2,2020,19801400,6
Monaragala,Monaragala Central,18,5,5,103,3,True,False,Well,Three phase,2,2014,14772454,12
Matara,Weligama,31,4,3,250,1,True,False,Both,Three phase,3,1996,39741680,30
Matale,Matale Central,8,3,3,88,1,False,False,Pipe-borne,Single phase,2,2020,10464031,6
Galle,Hikkaduwa,11,4,4,120,1,True,False,Well,Three phase,2,2007,18495363,19
Kurunegala,Pannala,3,3,2,49,0,False,False,Both,Single phase,1,1996,3035636,30
Galle,Unawatuna,11,3,2,116,0,True,False,Well,Three phase,1,2020,19776847,6
Jaffna,Chunnakam,4,1,1,46,1,False,True,Both,Single phase,1,2004,6598894,22
Badulla,Hali Ela,12,5,4,171,0,True,False,Both,Single phase,1,2024,18779347,2
Matale,Matale Central,11,4,3,89,1,True,False,Pipe-borne,Single phase,1,2002,10031144,24
Kurunegala,Kurunegala Town,4,1,1,35,1,True,True,Well,Three phase,1,2024,5974324,2
Mullaitivu,Mullaitivu Central,7,2,2,91,3,False,False,Pipe-borne,Three phase,1,2025,7854750,1
Vavuniya,Vavuniya Central,18,6,5,141,1,False,False,Both,Single phase,1,1996,14858262,30
Kalutara,Wadduwa,2,3,3,41,1,True,False,Both,Three phase,1,1991,4297993,35
Gampaha,Negombo,11,5,5,132,0,True,True,Pipe-borne,Three phase,1,1995,24135496,31
Matale,Matale Central,17,6,5,168,1,True,False,Pipe-borne,Three phase,2,1987,18335991,39
Vavuniya,Vavuniya Central,13,4,3,141,2,True,False,Both,Single phase,1,2003,12960317,23
Galle,Unawatuna,17,7,5,131,2,False,True,Well,Three phase,1,2017,25288076,9
Matale,Matale Central,2,2,1,35,1,False,True,Well,Single phase,1,2015,3824838,11
Ratnapura,Ratnapura Town,5,3,2,36,0,False,False,Well,Three phase,2,1992,6022120,34
Puttalam,Puttalam Central,11,5,4,111,0,True,False,Pipe-borne,Single phase,1,2005,11634051,21
Anuradhapura,New Town,7,3,3,64,2,True,False,Well,Single phase,1,1995,9698888,31
Kandy,Kandy City,18,5,4,221,3,False,True,Both,Three phase,3,2000,39416967,26
Matara,Weligama,9,4,3,104,1,True,False,Both,Three phase,2,2000,9212838,26
Kalutara,Panadura,13,4,4,159,1,False,False,Both,Single phase,1,1995,17558003,31
Matara,Akurugoda,5,4,3,35,1,False,True,Both,Single phase,2,1994,5043068,32
Mannar,Mannar Central,14,7,5,102,1,True,True,Pipe-borne,Three phase,1,2009,10843079,17
Polonnaruwa,Polonnaruwa Central,2,2,2,35,2,False,False,Pipe-borne,Single phase,2,2025,4430681,1
Badulla,Hali Ela,13,5,4,117,1,True,True,Well,Three phase,1,2018,14561294,8
Kegalle,Kegalle Central,16,7,5,146,2,True,False,Both,Three phase,1,1991,19356101,35
Vavuniya,Vavuniya Central,11,5,4,76,2,True,True,Well,Three phase,2,2020,12006716,6
Badulla,Hali Ela,18,6,5,250,2,True,False,Well,Single phase,3,2023,29712195,3
Kurunegala,Kurunegala Town,12,6,5,150,1,False,False,Well,Single phase,1,2000,15147762,26
Matara,Akurugoda,3,2,2,35,0,False,True,Pipe-borne,Three phase,1,1989,4031957,37
Kurunegala,Pannala,19,5,4,204,1,True,True,Pipe-borne,Three phase,2,1992,22528315,34
Polonnaruwa,Polonnaruwa Central,3,3,3,35,1,False,False,Both,Three phase,1,1994,3246572,32
Kilinochchi,Kilinochchi Central,10,4,4,113,0,False,True,Pipe-borne,Three phase,2,2008,10418441,18
Kilinochchi,Kilinochchi Central,17,7,5,175,1,True,True,Well,Single phase,2,1991,16689374,35
Polonnaruwa,Polonnaruwa Central,10,3,3,91,1,True,False,Pipe-borne,Three phase,1,2002,11690238,24
Badulla,Hali Ela,8,4,3,66,0,True,True,Both,Single phase,1,2008,9395440,18
Monaragala,Monaragala Central,8,4,3,76,1,True,True,Both,Three phase,1,2021,9581025,5
Kalutara,Panadura,23,5,5,250,3,True,False,Pipe-borne,Three phase,2,2012,46913250,14
Nuwara Eliya,Nuwara Eliya Central,4,2,1,53,0,True,True,Well,Single phase,2,2010,8719260,16
Anuradhapura,Nuwaragam Palatha,7,4,4,101,0,False,False,Pipe-borne,Single phase,1,1986,8108089,40
Anuradhapura,Nuwaragam Palatha,33,7,5,250,1,True,False,Pipe-borne,Single phase,3,2010,44243379,16
Kegalle,Kegalle Central,7,2,2,59,1,False,False,Well,Three phase,2,2013,9539576,13
Trincomalee,China Bay,12,7,5,99,0,True,True,Both,Single phase,1,2010,15080781,16
Puttalam,Puttalam Central,29,6,5,250,2,False,False,Both,Single phase,3,2010,39283509,16
Kandy,Gatambe,15,6,5,190,2,False,True,Well,Single phase,3,2025,32574312,1
Kilinochchi,Kilinochchi Central,27,6,5,250,1,True,True,Well,Single phase,2,2023,32805140,3
Matale,Matale Central,23,5,4,250,3,False,True,Both,Single phase,3,2017,33398101,9
Kegalle,Kegalle Central,6,3,3,83,1,False,True,Pipe-borne,Single phase,1,1998,7920402,28
Polonnaruwa,Polonnaruwa Central,2,1,1,51,1,True,False,Both,Single phase,1,2014,3198445,12
Polonnaruwa,Polonnaruwa Central,10,5,5,100,2,False,False,Well,Single phase,1,1991,8090575,35
Kurunegala,Kurunegala Town,11,5,5,80,0,False,False,Pipe-borne,Single phase,1,1994,8602358,32
Ratnapura,Ratnapura Town,9,3,3,64,0,False,False,Both,Three phase,2,2006,9749925,20
Ratnapura,Kuruwita,18,7,5,195,1,True,False,Pipe-borne,Three phase,2,2024,24504304,2
Hambantota,Tangalle,28,6,5,250,1,False,False,Pipe-borne,Single phase,2,2007,30050374,19
Matale,Matale Central,9,4,4,65,1,False,True,Pipe-borne,Three phase,2,1996,11542616,30
Ratnapura,Kuruwita,13,4,4,71,1,False,False,Well,Three phase,1,2016,11391340,10
Gampaha,Gampaha Town,23,7,5,250,1,False,True,Well,Three phase,2,2012,52392809,14
Jaffna,Nallur,6,1,1,43,1,False,True,Both,Single phase,1,2001,6113778,25
Trincomalee,Nilaveli,25,7,5,250,1,True,False,Both,Single phase,2,2005,31034952,21
Mannar,Mannar Central,3,1,1,62,1,True,False,Well,Three phase,2,1985,3009904,41
Ratnapura,Pelmadulla,17,7,5,175,2,True,True,Well,Single phase,3,2001,20391851,25
Badulla,Bandarawela,7,2,2,87,3,False,False,Pipe-borne,Single phase,1,2008,9860291,18
Nuwara Eliya,Nuwara Eliya Central,8,2,2,81,0,True,True,Pipe-borne,Single phase,2,2005,17057400,21
Mannar,Mannar Central,7,2,2,58,0,True,False,Both,Three phase,1,1992,5961332,34
Ratnapura,Kuruwita,3,5,4,45,0,False,False,Both,Single phase,1,1995,3740427,31
Kilinochchi,Kilinochchi Central,5,2,1,46,0,False,False,Both,Single phase,1,2006,5241591,20
Trincomalee,Uppuveli,13,6,5,172,1,False,True,Pipe-borne,Three phase,2,2013,23500759,13
Matale,Matale Central,23,7,5,250,3,False,False,Pipe-borne,Single phase,2,1995,34005005,31
Galle,Galle Fort,14,5,4,143,2,False,True,Pipe-borne,Single phase,1,1993,18992166,33
Kegalle,Kegalle Central,18,5,5,223,1,True,True,Both,Three phase,2,1989,27123228,37
Puttalam,Puttalam Central,8,4,3,90,2,True,False,Pipe-borne,Three phase,2,2024,12185769,2
Vavuniya,Vavuniya Central,4,2,1,37,0,True,False,Well,Three phase,1,2000,2954110,26
Mannar,Mannar Central,3,1,1,35,0,False,False,Both,Three phase,1,1995,3212558,31
Monaragala,Monaragala Central,36,6,5,250,1,True,False,Pipe-borne,Single phase,3,2007,33074514,19
Kurunegala,Polgahawela,5,1,1,37,1,True,True,Well,Three phase,2,2003,6054410,23
Puttalam,Puttalam Central,5,3,3,57,0,True,True,Both,Single phase,1,1999,6242472,27
Hambantota,Ambalantota,19,7,5,148,2,True,True,Well,Three phase,2,2000,17739443,26
Monaragala,Monaragala Central,16,6,5,221,3,False,False,Well,Three phase,2,1986,16586208,40
Mannar,Mannar Central,10,4,4,138,0,True,True,Well,Single phase,2,2024,9971924,2
Kandy,Kandy City,2,1,1,35,1,False,True,Pipe-borne,Three phase,2,2025,6470836,1
Kegalle,Kegalle Central,22,6,5,178,2,False,False,Pipe-borne,Single phase,1,1991,18615181,35
Kalutara,Wadduwa,2,3,2,39,1,True,True,Pipe-borne,Single phase,1,1988,4266143,38
Mannar,Mannar Central,2,1,1,35,2,True,False,Both,Three phase,1,2015,3044524,11
Hambantota,Hambantota Town,9,3,3,71,0,False,False,Pipe-borne,Three phase,1,1993,6537223,33
Kandy,Gatambe,17,7,5,136,1,True,False,Both,Three phase,1,1987,26942461,39
Galle,Karapitiya,7,1,1,81,3,True,True,Well,Three phase,1,1992,9366845,34
Mannar,Mannar Central,8,3,2,100,0,False,False,Both,Three phase,1,1992,7117500,34
Ratnapura,Pelmadulla,4,2,1,63,2,False,True,Pipe-borne,Three phase,2,2015,6794336,11
Kandy,Gatambe,4,3,3,35,1,False,True,Well,Three phase,1,1999,7759432,27
Polonnaruwa,Polonnaruwa Central,5,2,1,56,1,True,False,Pipe-borne,Single phase,1,2000,5337270,26
Galle,Karapitiya,5,3,3,45,3,True,False,Pipe-borne,Single phase,1,2022,9153283,4
Kandy,Kandy City,18,7,5,159,2,True,True,Both,Three phase,2,2003,27538109,23
Monaragala,Monaragala Central,4,2,2,40,2,False,False,Pipe-borne,Three phase,2,2005,4885524,21
Monaragala,Monaragala Central,5,3,2,56,0,False,False,Well,Three phase,2,1994,6200420,32
Kilinochchi,Kilinochchi Central,18,6,5,206,3,False,False,Both,Single phase,1,1997,11968091,29
Jaffna,Chunnakam,8,2,1,65,1,False,False,Pipe-borne,Single phase,1,2009,7911355,17
Batticaloa,Kallady,21,5,4,198,2,True,True,Pipe-borne,Single phase,3,2020,30171665,6
Kalutara,Beruwala,10,5,4,110,0,True,True,Both,Single phase,1,2006,14458544,20
Gampaha,Negombo,10,4,3,55,1,True,True,Well,Three phase,1,2021,17799647,5
Puttalam,Puttalam Central,7,3,2,47,1,True,True,Pipe-borne,Three phase,2,1992,8445170,34
Anuradhapura,New Town,2,2,2,35,0,False,False,Pipe-borne,Three phase,2,2005,3259013,21
Kandy,Gatambe,8,4,3,114,1,True,True,Well,Single phase,1,1988,17871716,38
Mannar,Mannar Central,11,4,4,110,0,True,False,Both,Three phase,1,2010,9936729,16
Vavuniya,Vavuniya Central,12,5,4,72,0,False,True,Well,Three phase,1,1995,8486850,31
Matara,Akurugoda,15,5,4,190,1,False,False,Pipe-borne,Three phase,2,2009,25912017,17
Ampara,Ampara Central,3,1,1,40,0,True,True,Well,Single phase,1,2007,3222659,19
Kegalle,Kegalle Central,2,2,2,46,1,True,True,Well,Three phase,1,2019,2662601,7
Kegalle,Kegalle Central,8,1,1,50,0,True,False,Well,Three phase,1,2025,10828654,1
Gampaha,Kadawatha,2,2,1,35,0,False,False,Pipe-borne,Single phase,2,2004,4843988,22
Polonnaruwa,Polonnaruwa Central,21,5,4,216,3,False,True,Well,Three phase,3,1990,25857426,36
Badulla,Badulla Town,4,3,3,63,0,False,False,Both,Three phase,1,2019,6548279,7
Kegalle,Kegalle Central,9,3,2,88,1,True,False,Pipe-borne,Single phase,1,2007,9442485,19
Monaragala,Monaragala Central,8,2,1,84,0,False,True,Pipe-borne,Single phase,2,2000,6325107,26
Kegalle,Kegalle Central,6,2,2,64,0,True,False,Both,Single phase,1,2010,8717552,16
Colombo,Narahenpita,12,6,5,152,0,True,False,Pipe-borne,Single phase,1,2013,42792420,13
Mullaitivu,Mullaitivu Central,27,6,5,228,3,True,False,Pipe-borne,Three phase,2,1988,22011075,38
Kegalle,Kegalle Central,5,2,1,50,1,True,False,Both,Three phase,1,2010,6793733,16
Puttalam,Puttalam Central,8,3,3,88,0,True,False,Well,Single phase,1,2013,8883007,13
Nuwara Eliya,Nuwara Eliya Central,12,5,5,97,0,True,True,Both,Single phase,1,1997,24953706,29
Nuwara Eliya,Nuwara Eliya Central,14,4,4,97,2,True,True,Well,Three phase,1,2012,32975453,14
Kurunegala,Melsiripura,5,2,1,44,0,True,False,Both,Three phase,1,1989,6117504,37
Kegalle,Kegalle Central,4,2,2,49,0,True,True,Pipe-borne,Three phase,2,2021,6264991,5
Mannar,Mannar Central,5,1,1,37,0,False,False,Both,Three phase,1,2022,4399268,4
Jaffna,Nallur,11,6,5,145,1,False,True,Well,Three phase,1,2011,17586248,15
Galle,Unawatuna,13,5,5,152,2,True,False,Well,Single phase,1,1988,19712284,38
Kilinochchi,Kilinochchi Central,18,7,5,139,3,True,False,Both,Single phase,1,1989,12512599,37
Puttalam,Puttalam Central,11,3,3,135,2,True,False,Both,Three phase,1,2010,18405759,16
Jaffna,Nallur,4,1,1,35,0,True,False,Pipe-borne,Three phase,2,1989,4801259,37
Hambantota,Tangalle,11,6,5,128,0,False,False,Well,Single phase,1,1994,9885950,32
Hambantota,Ambalantota,4,1,1,59,0,False,True,Well,Single phase,2,2002,4049478,24
Hambantota,Hambantota Town,20,6,5,223,3,True,False,Well,Single phase,2,2021,23631598,5
Nuwara Eliya,Nuwara Eliya Central,20,7,5,160,1,True,True,Well,Single phase,1,2012,43930163,14
Trincomalee,Nilaveli,16,7,5,153,1,False,True,Pipe-borne,Three phase,1,2012,21076612,14
Ampara,Ampara Central,17,7,5,141,3,False,True,Well,Three phase,1,1993,15434832,33
Badulla,Bandarawela,5,2,2,77,0,True,True,Both,Single phase,1,2011,8469004,15
Vavuniya,Vavuniya Central,2,3,2,56,1,True,True,Pipe-borne,Single phase,2,2004,4386929,22
Mullaitivu,Mullaitivu Central,4,3,2,52,0,True,False,Well,Three phase,2,1995,3487552,31
Kandy,Gatambe,13,6,5,191,1,False,True,Pipe-borne,Three phase,1,2020,25526421,6
Gampaha,Gampaha Town,31,6,5,219,2,False,True,Both,Three phase,2,2009,50985725,17
Matara,Matara Town,4,3,3,43,2,True,False,Both,Single phase,2,1989,5906710,37
